1.0 12.78275 -13.148249999999999
2.0 11.747499999999999 -13.24175
3.0 10.6795 -13.047999999999998
4.0 12.60675 -12.090250000000001
5.0 11.593250000000001 -12.175249999999998
6.0 13.62475 -11.924
7.0 9.558 -12.2965
8.0 10.537 -11.986
9.0 2.923 -12.093
10.0 1.9415 -12.095749999999999
11.0 0.95975 -12.089000000000002
12.0 14.4665 -10.801
13.0 12.437249999999999 -11.023750000000001
14.0 11.433250000000001 -11.12225
15.0 13.439 -10.866500000000002
16.0 9.42725 -11.24175
17.0 8.43075 -11.2695
18.0 10.393999999999998 -10.93625
19.0 3.4132499999999997 -11.05625
20.0 2.44225 -11.06375
21.0 1.47475 -11.062750000000001
22.0 0.50675 -11.0515
23.0 14.265 -9.748249999999999
24.0 12.2675 -9.97525
25.0 13.252500000000001 -9.817250000000001
26.0 11.27025 -10.074000000000002
27.0 8.67825 -10.26825
28.0 9.6555 -10.16325
29.0 7.696250000000001 -10.27975
30.0 10.61525 -9.906
31.0 6.8655 -9.92625
32.0 5.9885 -9.974499999999999
33.0 5.11275 -10.00775
34.0 4.2395 -10.02225
35.0 3.3667499999999997 -10.02025
36.0 2.4282500000000002 -10.01125
37.0 0.45849999999999996 -10.028749999999999
38.0 -2.53425 -9.996
39.0 -1.53775 -10.01625
40.0 -0.5404999999999999 -10.027249999999999
41.0 -3.533 -9.963
42.0 1.43225 -10.006250000000001
43.0 11.56075 -9.2995
44.0 13.437249999999999 -8.775
45.0 12.45275 -8.88725
46.0 8.689 -9.28325
47.0 7.688750000000001 -9.3405
48.0 9.65475 -9.11275
49.0 10.607 -8.89725
50.0 6.95375 -8.984250000000001
51.0 6.08025 -8.94275
52.0 5.2615 -8.9955
53.0 4.26675 -9.02125
54.0 -4.6645 -8.9945
55.0 -3.6615 -9.03075
56.0 3.2689999999999997 -9.01575
57.0 -2.6745 -9.016
58.0 11.50325 -8.32275
59.0 2.277 -9.010750000000002
60.0 1.2795 -9.0045
61.0 -1.7075 -8.98825
62.0 0.28450000000000003 -8.998999999999999
63.0 -0.7110000000000001 -8.994
64.0 7.8575 -8.3975
65.0 13.38325 -7.73925
66.0 8.71525 -8.2895
67.0 12.411249999999999 -7.856250000000001
68.0 9.654499999999999 -8.099499999999999
69.0 10.64525 -7.934499999999999
70.0 6.974 -7.953749999999999
71.0 6.0625 -7.9982500000000005
72.0 -5.8035 -7.995000000000001
73.0 5.074 -7.998
74.0 -4.814749999999999 -7.99525
75.0 4.086 -7.99775
76.0 11.566 -7.318
77.0 -3.8265000000000002 -7.99525
78.0 3.0965 -7.99675
79.0 -2.83725 -7.99525
80.0 2.107 -7.99625
81.0 -1.8495000000000001 -7.99525
82.0 1.1212499999999999 -7.995750000000001
83.0 -0.8574999999999999 -7.996
84.0 0.13 -7.996500000000001
85.0 7.736 -7.4704999999999995
86.0 8.6995 -7.2997499999999995
87.0 12.498 -6.78975
88.0 9.656 -7.132
89.0 10.58625 -6.9505
90.0 6.914 -6.962
91.0 5.914 -6.99575
92.0 -5.969 -6.942
93.0 -4.9645 -6.99725
94.0 4.9245 -6.9955
95.0 -6.9735 -6.838749999999999
96.0 -3.9745 -6.998
97.0 3.9370000000000003 -6.99725
98.0 11.404500000000002 -6.2932500000000005
99.0 -2.9872500000000004 -6.99775
100.0 2.9485 -6.9967500000000005
101.0 -1.99525 -6.998
102.0 1.9575 -6.99775
103.0 -1.00775 -6.998
104.0 0.97075 -6.998500000000001
105.0 -0.007000000000000006 -6.984
106.0 7.745500000000001 -6.49675
107.0 8.68275 -6.351
108.0 9.6075 -6.1835
109.0 10.43775 -5.93025
110.0 6.752750000000001 -5.9955
111.0 7.6995000000000005 -5.8862499999999995
112.0 -8.156749999999999 -5.83575
113.0 5.76425 -5.99575
114.0 -7.14475 -5.8605
115.0 9.526 -5.58675
