 26  4  11.867 -10.544
 27  1   9.126  -9.703
 27  2   8.114  -9.796
 27  3   8.229 -10.832
 27  4   9.244 -10.742
 28  1  10.096  -9.590
 28  2   9.080  -9.698
 28  3   9.214 -10.735
 28  4  10.232 -10.630
 29  1   8.148  -9.721
 29  2   7.139  -9.803
 29  3   7.243 -10.838
 29  4   8.255 -10.757
 30  1  11.052  -9.329
 30  2  10.033  -9.444
 30  3  10.177 -10.482
 30  4  11.199 -10.369
 31  1   7.323  -9.373
 31  2   6.317  -9.447
 31  3   6.407 -10.479
 31  4   7.415 -10.406
 32  1   6.451  -9.426
 32  2   5.447  -9.491
 32  3   5.525 -10.522
 32  4   6.531 -10.459
 33  1   5.580  -9.465
 33  2   4.579  -9.520
 33  3   4.644 -10.550
 33  4   5.648 -10.496
 34  1   4.712  -9.484
 34  2   3.712  -9.530
 34  3   3.766 -10.560
 34  4   4.768 -10.515
 35  1   3.844  -9.487
 35  2   2.846  -9.524
 35  3   2.888 -10.553
 35  4   3.889 -10.517
 36  1   2.911  -9.483
 36  2   1.914  -9.511
 36  3   1.944 -10.539
 36  4   2.944 -10.512
 37  1   0.955  -9.512
 37  2  -0.042  -9.517
 37  3  -0.039 -10.546
 37  4   0.960 -10.540
 38  1  -2.017  -9.495
 38  2  -3.014  -9.468
 38  3  -3.053 -10.497
 38  4  -2.053 -10.524
 39  1  -1.028  -9.510
 39  2  -2.024  -9.494
 39  3  -2.049 -10.523
 39  4  -1.050 -10.538
 40  1  -0.037  -9.516
 40  2  -1.034  -9.510
 40  3  -1.045 -10.539
 40  4  -0.046 -10.544
 41  1  -3.008  -9.467
 41  2  -4.007  -9.430
 41  3  -4.059 -10.459
 41  4  -3.058 -10.496
 42  1   1.921  -9.483
 42  2   0.925  -9.501
 42  3   0.942 -10.529
 42  4   1.941 -10.512
 43  1  11.993  -8.718
 43  2  10.971  -8.844
 43  3  11.127  -9.880
 43  4  12.152  -9.756
 44  1  13.859  -8.181
 44  2  12.829  -8.331
 44  3  13.014  -9.367
 44  4  14.047  -9.221
 45  1  12.876  -8.298
 45  2  11.852  -8.441
 45  3  12.028  -9.475
 45  4  13.055  -9.335
 46  1   9.135  -8.720
 46  2   8.125  -8.815
 46  3   8.242  -9.846
 46  4   9.254  -9.752
 47  1   8.140  -8.783
 47  2   7.134  -8.868
 47  3   7.236  -9.897
 47  4   8.245  -9.814
 48  1  10.093  -8.541
 48  2   9.081  -8.653
 48  3   9.215  -9.683
 48  4  10.230  -9.574
 49  1  11.043  -8.322
 49  2  10.026  -8.440
 49  3  10.170  -9.471
 49  4  11.189  -9.356
 50  1   7.409  -8.432
 50  2   6.405  -8.509
 50  3   6.498  -9.536
 50  4   7.503  -9.460
 51  1   6.540  -8.396
 51  2   5.539  -8.464
 51  3   5.619  -9.489
 51  4   6.623  -9.422
 52  1   5.726  -8.452
 52  2   4.727  -8.511
 52  3   4.796  -9.538
 52  4   5.797  -9.481
 53  1   4.736  -8.485
 53  2   3.740  -8.534
 53  3   3.796  -9.557
 53  4   4.795  -9.509
 54  1  -4.134  -8.507
 54  2  -5.132  -8.457
 54  3  -5.196  -9.483
 54  4  -4.196  -9.531
 55  1  -3.137  -8.539
 55  2  -4.133  -8.499
 55  3  -4.187  -9.523
 55  4  -3.189  -9.562
 56  1   3.745  -8.485
 56  2   2.750  -8.523
 56  3   2.792  -9.546
 56  4   3.789  -9.509
 57  1  -2.158  -8.518
 57  2  -3.153  -8.489
 57  3  -3.192  -9.514
 57  4  -2.195  -9.543
 58  1  11.931  -7.740
 58  2  10.913  -7.875
 58  3  11.074  -8.904
 58  4  12.095  -8.772
 59  1   2.759  -8.486
 59  2   1.765  -8.513
 59  3   1.794  -9.535
 59  4   2.790  -9.509
 60  1   1.768  -8.486
 60  2   0.775  -8.501
 60  3   0.790  -9.523
 60  4   1.785  -9.508
 61  1  -1.198  -8.486
 61  2  -2.192  -8.468
 61  3  -2.218  -9.491
 61  4  -1.222  -9.508
 62  1   0.780  -8.486
 62  2  -0.213  -8.490
 62  3  -0.212  -9.512
 62  4   0.783  -9.508
 63  1  -0.210  -8.486
 63  2  -1.203  -8.479
 63  3  -1.213  -9.502
 63  4  -0.218  -9.509
 64  1   8.308  -7.842
 64  2   7.303  -7.928
 64  3   7.406  -8.952
 64  4   8.413  -8.868
 65  1  13.803  -7.146
 65  2  12.776  -7.301
 65  3  12.962  -8.331
 65  4  13.992  -8.179
 66  1   9.160  -7.727
 66  2   8.152  -7.826
 66  3   8.270  -8.851
 66  4   9.279  -8.754
 67  1  12.836  -7.270
 67  2  11.814  -7.413
 67  3  11.985  -8.441
 67  4  13.010  -8.301
 68  1  10.094  -7.532
 68  2   9.083  -7.642
 68  3   9.214  -8.666
 68  4  10.227  -8.558
 69  1  11.076  -7.358
 69  2  10.063  -7.484
 69  3  10.213  -8.510
 69  4  11.229  -8.386
 70  1   7.429  -7.404
 70  2   6.428  -7.482
 70  3   6.518  -8.502
 70  4   7.521  -8.427
 71  1   6.517  -7.450
 71  2   5.519  -7.525
 71  3   5.607  -8.546
 71  4   6.607  -8.472
 72  1  -5.266  -7.515
 72  2  -6.264  -7.453
 72  3  -6.342  -8.476
 72  4  -5.342  -8.536
 73  1   5.534  -7.456
 73  2   4.539  -7.520
 73  3   4.613  -8.539
 73  4   5.610  -8.477
 74  1  -4.285  -7.510
 74  2  -5.281  -7.460
 74  3  -5.345  -8.481
 74  4  -4.348  -8.530
 75  1   4.552  -7.462
 75  2   3.559  -7.514
 75  3   3.619  -8.533
 75  4   4.614  -8.482
 76  1  11.994  -6.737
 76  2  10.977  -6.873
 76  3  11.137  -7.897
 76  4  12.156  -7.765
 77  1  -3.305  -7.505
 77  2  -4.299  -7.466
 77  3  -4.349  -8.486
 77  4  -3.353  -8.524
 78  1   3.569  -7.467
 78  2   2.577  -7.508
 78  3   2.623  -8.526
 78  4   3.617  -8.486
 79  1  -2.323  -7.500
 79  2  -3.316  -7.472
 79  3  -3.352  -8.491
 79  4  -2.358  -8.518
 80  1   2.586  -7.472
 80  2   1.595  -7.502
 80  3   1.627  -8.520
 80  4   2.620  -8.491
 81  1  -1.343  -7.494
 81  2  -2.334  -7.477
 81  3  -2.357  -8.497
 81  4  -1.364  -8.513
 82  1   1.607  -7.477
 82  2   0.616  -7.496
 82  3   0.635  -8.514
 82  4   1.627  -8.496
 83  1  -0.358  -7.489
 83  2  -1.349  -7.485
 83  3  -1.358  -8.503
 83  4  -0.365  -8.507
 84  1   0.622  -7.484
 84  2  -0.368  -7.491
 84  3  -0.363  -8.509
 84  4   0.629  -8.502
 85  1   8.184  -6.915
 85  2   7.182  -7.006
 85  3   7.287  -8.025
 85  4   8.291  -7.936
 86  1   9.142  -6.738
 86  2   8.137  -6.841
 86  3   8.256  -7.860
 86  4   9.263  -7.760
 87  1  12.920  -6.203
 87  2  11.900  -6.352
 87  3  12.075  -7.375
 87  4  13.097  -7.229
 88  1  10.093  -6.564
 88  2   9.085  -6.679
 88  3   9.218  -7.699
 88  4  10.228  -7.586
 89  1  11.016  -6.375
 89  2  10.006  -6.504
 89  3  10.155  -7.525
 89  4  11.168  -7.398
 90  1   7.365  -6.412
 90  2   6.367  -6.496
 90  3   6.462  -7.511
 90  4   7.462  -7.429
 91  1   6.368  -6.450
 91  2   5.373  -6.525
 91  3   5.459  -7.541
 91  4   6.456  -7.467
 92  1  -5.430  -6.465
 92  2  -6.426  -6.399
 92  3  -6.509  -7.420
 92  4  -5.511  -7.484
 93  1  -4.434  -6.517
 93  2  -5.428  -6.462
 93  3  -5.496  -7.478
 93  4  -4.500  -7.532
 94  1   5.385  -6.456
 94  2   4.392  -6.520
 94  3   4.463  -7.534
 94  4   5.458  -7.472
 95  1  -6.426  -6.370
 95  2  -7.425  -6.292
 95  3  -7.522  -7.308
 95  4  -6.521  -7.385
 96  1  -3.451  -6.512
 96  2  -4.444  -6.469
 96  3  -4.498  -7.484
 96  4  -3.505  -7.527
 97  1   4.403  -6.464
 97  2   3.412  -6.516
 97  3   3.470  -7.530
 97  4   4.463  -7.479
 98  1  11.831  -5.714
 98  2  10.818  -5.852
 98  3  10.977  -6.871
 98  4  11.992  -6.736
 99  1  -2.472  -6.506
 99  2  -3.463  -6.475
 99  3  -3.503  -7.490
 99  4  -2.511  -7.520
100  1   3.421  -6.469
100  2   2.431  -6.510
100  3   2.475  -7.524
100  4   3.467  -7.484
101  1  -1.488  -6.501
101  2  -2.477  -6.481
101  3  -2.503  -7.495
101  4  -1.513  -7.515
102  1   2.437  -6.477
102  2   1.448  -6.505
102  3   1.477  -7.518
102  4   2.468  -7.491
103  1  -0.507  -6.495
103  2  -1.497  -6.487
103  3  -1.509  -7.501
103  4  -0.518  -7.509
104  1   1.457  -6.484
104  2   0.468  -6.499
104  3   0.484  -7.513
104  4   1.474  -7.498
105  1   0.488  -6.477
105  2  -0.501  -6.478
105  3  -0.503  -7.491
105  4   0.488  -7.490
106  1   8.192  -5.942
106  2   7.192  -6.036
106  3   7.298  -7.050
106  4   8.300  -6.959
107  1   9.124  -5.787
107  2   8.121  -5.889
107  3   8.241  -6.914
107  4   9.245  -6.814
108  1  10.045  -5.618
108  2   9.039  -5.732
108  3   9.169  -6.748
108  4  10.177  -6.636
109  1  10.869  -5.357
109  2   9.860  -5.486
109  3  10.006  -6.502
109  4  11.016  -6.376
110  1   7.202  -5.446
110  2   6.206  -5.532
110  3   6.303  -6.544
110  4   7.300  -6.460
111  1   8.147  -5.333
111  2   7.148  -5.426
111  3   7.251  -6.438
111  4   8.252  -6.348
112  1  -7.599  -5.377
112  2  -8.600  -5.281
112  3  -8.715  -6.296
112  4  -7.713  -6.389
113  1   6.220  -5.453
113  2   5.226  -5.527
113  3   5.308  -6.538
113  4   6.303  -6.465
114  1  -6.596  -5.396
114  2  -7.594  -5.313
114  3  -7.694  -6.326
114  4  -6.695  -6.407
115  1   9.961  -5.020
115  2   8.957  -5.139
115  3   9.090  -6.152
115  4  10.096  -6.036
116  1   5.234  -5.459
116  2   4.243  -5.521
116  3   4.312  -6.532
116  4   5.305  -6.471
117  1  -4.597  -5.487
117  2  -5.590  -5.428
117  3  -5.661  -6.439
117  4  -4.668  -6.497
118  1  -5.595  -5.406
118  2  -6.590  -5.336
118  3  -6.676  -6.348
118  4  -5.680  -6.417
119  1  -3.598  -5.513
119  2  -4.589  -5.466
119  3  -4.648  -6.477
119  4  -3.656  -6.523
120  1   4.250  -5.465
120  2   3.261  -5.515
120  3   3.316  -6.525
120  4   4.306  -6.476
121  1  -2.617  -5.507
121  2  -3.607  -5.473
121  3  -3.648  -6.486
121  4  -2.657  -6.518
122  1   3.271  -5.471
122  2   2.283  -5.510
122  3   2.324  -6.519
122  4   3.313  -6.482
123  1  -1.638  -5.501
123  2  -2.627  -5.480
123  3  -2.654  -6.492
123  4  -1.664  -6.512
124  1   2.288  -5.478
124  2   1.301  -5.503
124  3   1.328  -6.513
124  4   2.316  -6.488
125  1  -0.658  -5.496
125  2  -1.645  -5.485
125  3  -1.660  -6.495
125  4  -0.672  -6.506
126  1   1.305  -5.484
126  2   0.318  -5.497
126  3   0.331  -6.507
126  4   1.319  -6.494
127  1   0.326  -5.490
127  2  -0.661  -5.492
127  3  -0.662  -6.501
127  4   0.326  -6.500
128  1   9.051  -4.826
128  2   8.050  -4.931
128  3   8.167  -5.942
128  4   9.170  -5.840
129  1  10.721  -4.342
129  2   9.714  -4.473
129  3   9.859  -5.484
129  4  10.867  -5.355
130  1   8.094  -4.493
130  2   7.097  -4.591
130  3   7.205  -5.601
130  4   8.203  -5.504
131  1   9.850  -4.208
131  2   8.847  -4.329
131  3   8.980  -5.339
131  4   9.984  -5.221
132  1   7.103  -4.492
132  2   6.109  -4.579
132  3   6.205  -5.586
132  4   7.200  -5.501
133  1  -7.764  -4.428
133  2  -8.763  -4.327
133  3  -8.882  -5.338
133  4  -7.881  -5.437
134  1  -6.757  -4.441
134  2  -7.753  -4.352
134  3  -7.857  -5.362
134  4  -6.860  -5.448
135  1   6.071  -4.454
135  2   5.079  -4.529
135  3   5.160  -5.536
135  4   6.152  -5.462
136  1   9.011  -4.163
136  2   8.011  -4.270
136  3   8.129  -5.279
136  4   9.130  -5.174
137  1  -5.754  -4.440
137  2  -6.748  -4.365
137  3  -6.837  -5.374
137  4  -5.842  -5.447
138  1   5.088  -4.461
138  2   4.098  -4.523
138  3   4.165  -5.530
138  4   5.156  -5.468
139  1  -3.761  -4.506
139  2  -4.751  -4.457
139  3  -4.810  -5.464
139  4  -3.820  -5.512
140  1  -4.758  -4.450
140  2  -5.749  -4.387
140  3  -5.824  -5.395
140  4  -4.832  -5.456
141  1   4.105  -4.466
141  2   3.116  -4.518
141  3   3.172  -5.526
141  4   4.162  -5.475
142  1  -2.767  -4.512
142  2  -3.756  -4.473
142  3  -3.802  -5.481
142  4  -2.812  -5.519
143  1   3.120  -4.473
143  2   2.132  -4.512
143  3   2.174  -5.520
143  4   3.162  -5.482
144  1  -1.786  -4.505
144  2  -2.773  -4.478
144  3  -2.805  -5.487
144  4  -1.817  -5.513
145  1   2.141  -4.481
145  2   1.153  -4.505
145  3   1.178  -5.512
145  4   2.166  -5.489
146  1  -0.804  -4.499
146  2  -1.791  -4.486
146  3  -1.809  -5.493
146  4  -0.822  -5.507
147  1   1.158  -4.486
147  2   0.171  -4.498
147  3   0.182  -5.505
147  4   1.169  -5.494
148  1   0.177  -4.492
148  2  -0.809  -4.491
148  3  -0.812  -5.499
148  4   0.175  -5.500
149  1  10.570  -3.329
149  2   9.566  -3.463
149  3   9.711  -4.471
149  4  10.716  -4.340
150  1   8.932  -3.492
150  2   7.934  -3.605
150  3   8.056  -4.611
150  4   9.055  -4.501
151  1  -8.866  -3.492
151  2  -9.868  -3.373
151  3 -10.004  -4.382
151  4  -9.001  -4.499
152  1   9.923  -3.355
152  2   8.921  -3.479
152  3   9.055  -4.486
152  4  10.058  -4.366
153  1   7.945  -3.494
153  2   6.950  -3.594
153  3   7.057  -4.599
153  4   8.052  -4.501
154  1  -7.879  -3.492
154  2  -8.878  -3.386
154  3  -8.999  -4.395
154  4  -7.999  -4.498
155  1   6.953  -3.493
155  2   5.961  -3.582
155  3   6.056  -4.586
155  4   7.048  -4.499
156  1  -6.889  -3.493
156  2  -7.885  -3.400
156  3  -7.991  -4.407
156  4  -6.995  -4.498
157  1   5.962  -3.493
157  2   4.972  -3.569
157  3   5.052  -4.573
157  4   6.042  -4.498
158  1  -5.883  -3.484
158  2  -6.876  -3.402
158  3  -6.969  -4.409
158  4  -5.975  -4.488
159  1  -4.895  -3.485
159  2  -5.886  -3.416
159  3  -5.964  -4.422
159  4  -4.973  -4.489
160  1   4.937  -3.462
160  2   3.948  -3.525
160  3   4.014  -4.528
160  4   5.003  -4.467
161  1  -3.921  -3.498
161  2  -4.910  -3.440
161  3  -4.976  -4.444
161  4  -3.987  -4.501
162  1   3.955  -3.468
162  2   2.968  -3.518
162  3   3.019  -4.521
162  4   4.007  -4.472
163  1  -2.934  -3.498
163  2  -3.920  -3.453
163  3  -3.972  -4.457
163  4  -2.985  -4.500
164  1   2.974  -3.476
164  2   1.988  -3.512
164  3   2.025  -4.515
164  4   3.011  -4.479
165  1  -1.920  -3.497
165  2  -2.907  -3.466
165  3  -2.944  -4.469
165  4  -1.958  -4.499
166  1   1.992  -3.483
166  2   1.006  -3.503
166  3   1.027  -4.508
166  4   2.013  -4.488
167  1  -0.953  -3.502
167  2  -1.939  -3.484
167  3  -1.961  -4.489
167  4  -0.974  -4.507
168  1   1.011  -3.489
168  2   0.025  -3.497
168  3   0.032  -4.502
168  4   1.018  -4.494
169  1   0.029  -3.495
169  2  -0.956  -3.490
169  3  -0.964  -4.495
169  4   0.022  -4.500
170  1  10.498  -2.416
170  2   9.495  -2.551
170  3   9.638  -3.557
170  4  10.642  -3.424
171  1   8.498  -2.567
171  2   7.501  -2.674
171  3   7.616  -3.684
171  4   8.613  -3.579
172  1  -9.009  -2.497
172  2 -10.010  -2.369
172  3 -10.153  -3.375
172  4  -9.151  -3.501
173  1   9.502  -2.389
173  2   8.503  -2.511
173  3   8.631  -3.517
173  4   9.631  -3.397
174  1  -8.024  -2.500
174  2  -9.021  -2.380
174  3  -9.154  -3.385
174  4  -8.156  -3.503
175  1   7.503  -2.493
175  2   6.510  -2.592
175  3   6.614  -3.594
175  4   7.607  -3.497
176  1  -7.036  -2.499
176  2  -8.030  -2.392
176  3  -8.148  -3.396
176  4  -7.153  -3.501
177  1   6.512  -2.493
177  2   5.522  -2.579
177  3   5.611  -3.580
177  4   6.602  -3.496
178  1  -6.050  -2.500
178  2  -7.041  -2.407
178  3  -7.145  -3.410
178  4  -6.153  -3.501
179  1   5.523  -2.495
179  2   4.535  -2.567
179  3   4.610  -3.571
179  4   5.598  -3.500
180  1  -5.062  -2.500
180  2  -6.051  -2.421
180  3  -6.139  -3.423
180  4  -5.150  -3.501
181  1   4.533  -2.494
181  2   3.546  -2.553
181  3   3.606  -3.553
181  4   4.593  -3.496
182  1  -4.072  -2.499
182  2  -5.059  -2.433
182  3  -5.133  -3.435
182  4  -4.146  -3.500
183  1  -2.164  -2.548
183  2  -3.150  -2.511
183  3  -3.192  -3.513
183  4  -2.206  -3.548
184  1  -0.252  -2.570
184  2  -1.236  -2.560
184  3  -1.250  -3.561
184  4  -0.265  -3.571
185  1  -1.204  -2.558
185  2  -2.189  -2.540
185  3  -2.212  -3.541
185  4  -1.228  -3.559
186  1   0.708  -2.563
186  2  -0.276  -2.566
186  3  -0.276  -3.567
186  4   0.708  -3.564
187  1   3.540  -2.475
187  2   2.555  -2.521
187  3   2.600  -3.522
187  4   3.586  -3.477
188  1   1.625  -2.544
188  2   0.641  -2.564
188  3   0.659  -3.565
188  4   1.644  -3.545
189  1  -3.088  -2.496
189  2  -4.074  -2.448
189  3  -4.128  -3.449
189  4  -3.142  -3.496
190  1   2.554  -2.494
190  2   1.570  -2.526
190  3   1.601  -3.526
190  4   2.585  -3.495
191  1  10.391  -1.403
191  2   9.389  -1.541
191  3   9.533  -2.545
191  4  10.535  -2.409
192  1  -9.160  -1.497
192  2 -10.161  -1.361
192  3 -10.308  -2.365
192  4  -9.307  -2.498
193  1   8.398  -1.553
193  2   7.403  -1.663
193  3   7.517  -2.670
193  4   8.513  -2.563
194  1   9.405  -1.386
194  2   8.407  -1.511
194  3   8.536  -2.516
194  4   9.535  -2.394
195  1  -8.174  -1.497
195  2  -9.172  -1.375
195  3  -9.304  -2.378
195  4  -8.306  -2.498
196  1   7.443  -1.491
196  2   6.451  -1.590
196  3   6.552  -2.596
196  4   7.544  -2.499
197  1  -7.189  -1.496
197  2  -8.183  -1.388
197  3  -8.300  -2.391
197  4  -7.306  -2.497
198  1   6.460  -1.499
198  2   5.471  -1.584
198  3   5.558  -2.589
198  4   6.547  -2.506
199  1  -6.202  -1.496
199  2  -7.194  -1.402
199  3  -7.296  -2.404
199  4  -6.305  -2.496
200  1   5.612  -1.498
200  2   4.624  -1.570
200  3   4.696  -2.569
200  4   5.685  -2.498
201  1  -5.214  -1.496
201  2  -6.203  -1.416
201  3  -6.291  -2.417
201  4  -5.301  -2.496
202  1   4.672  -1.495
202  2   3.686  -1.558
202  3   3.748  -2.556
202  4   4.734  -2.495
203  1  -4.224  -1.497
203  2  -5.212  -1.431
203  3  -5.284  -2.432
203  4  -4.297  -2.496
204  1   3.683  -1.495
204  2   2.698  -1.544
204  3   2.747  -2.543
204  4   3.731  -2.495
205  1  -2.249  -1.544
205  2  -3.234  -1.505
205  3  -3.278  -2.505
205  4  -2.293  -2.543
206  1  -3.238  -1.497
206  2  -4.224  -1.445
206  3  -4.281  -2.445
206  4  -3.296  -2.495
207  1  -1.270  -1.562
207  2  -2.254  -1.537
207  3  -2.283  -2.536
207  4  -1.299  -2.561
208  1   1.711  -1.548
208  2   0.728  -1.570
208  3   0.748  -2.569
208  4   1.732  -2.547
209  1   0.714  -1.565
209  2  -0.270  -1.568
209  3  -0.270  -2.568
209  4   0.714  -2.565
210  1  -0.282  -1.567
210  2  -1.265  -1.556
210  3  -1.280  -2.555
210  4  -0.297  -2.566
211  1   2.692  -1.497
211  2   1.709  -1.533
211  3   1.744  -2.532
211  4   2.727  -2.496
212  1  -0.938  -1.391
212  2  -1.922  -1.375
212  3  -1.943  -2.375
212  4  -0.959  -2.391
213  1  10.294  -0.392
213  2   9.293  -0.534
213  3   9.437  -1.536
213  4  10.438  -1.397
214  1   1.002  -1.140
214  2   0.018  -1.151
214  3   0.027  -2.151
214  4   1.010  -2.140
215  1  -9.311  -0.496
215  2 -10.312  -0.354
215  3 -10.463  -1.357
215  4  -9.462  -1.497
216  1   8.351  -0.548
216  2   7.357  -0.661
216  3   7.472  -1.665
216  4   8.467  -1.555
217  1   9.334  -0.388
217  2   8.337  -0.517
217  3   8.467  -1.517
217  4   9.465  -1.391
218  1  -8.323  -0.496
218  2  -9.321  -0.368
218  3  -9.457  -1.371
218  4  -8.459  -1.496
219  1   7.384  -0.529
219  2   6.392  -0.630
219  3   6.495  -1.629
219  4   7.487  -1.530
220  1  -7.339  -0.496
220  2  -8.333  -0.382
220  3  -8.454  -1.384
220  4  -7.460  -1.495
221  1  -6.351  -0.497
221  2  -7.342  -0.397
221  3  -7.448  -1.398
221  4  -6.457  -1.495
222  1   6.529  -0.478
222  2   5.540  -0.567
222  3   5.626  -1.570
222  4   6.616  -1.484
223  1   5.538  -0.491
223  2   4.550  -0.566
223  3   4.623  -1.570
223  4   5.610  -1.497
224  1  -5.364  -0.497
224  2  -6.352  -0.412
224  3  -6.443  -1.412
224  4  -5.454  -1.495
225  1   4.547  -0.505
225  2   3.561  -0.565
225  3   3.619  -1.567
225  4   4.605  -1.509
226  1  -4.378  -0.497
226  2  -5.365  -0.426
226  3  -5.440  -1.426
226  4  -4.454  -1.495
227  1   3.532  -0.497
227  2   2.548  -0.547
227  3   2.596  -1.544
227  4   3.580  -1.496
228  1   0.574  -0.585
228  2  -0.409  -0.586
228  3  -0.411  -1.585
228  4   0.572  -1.584
229  1  -2.401  -0.544
229  2  -3.386  -0.501
229  3  -3.433  -1.500
229  4  -2.449  -1.542
230  1  -3.387  -0.497
230  2  -4.372  -0.441
230  3  -4.432  -1.440
230  4  -3.447  -1.495
231  1  -1.419  -0.565
231  2  -2.402  -0.537
231  3  -2.433  -1.536
231  4  -1.450  -1.564
232  1   1.571  -0.560
232  2   0.588  -0.581
232  3   0.607  -1.579
232  4   1.589  -1.559
233  1  -0.421  -0.574
233  2  -1.404  -0.560
233  3  -1.422  -1.558
233  4  -0.439  -1.571
234  1   2.541  -0.497
234  2   1.558  -0.532
234  3   1.592  -1.530
234  4   2.574  -1.495
235  1   1.495  -0.181
235  2   0.511  -0.201
235  3   0.530  -1.198
235  4   1.513  -1.179
236  1  10.223   0.620
236  2   9.223   0.474
236  3   9.369  -0.526
236  4  10.369  -0.383
237  1  -8.737   0.444
237  2  -9.736   0.583
237  3  -9.881  -0.420
237  4  -8.882  -0.556
238  1  -9.734   0.583
238  2 -10.736   0.738
238  3 -10.897  -0.265
238  4  -9.895  -0.417
239  1   8.276   0.456
239  2   7.282   0.340
239  3   7.397  -0.663
239  4   8.391  -0.550
240  1   9.274   0.608
240  2   8.276   0.477
240  3   8.408  -0.527
240  4   9.406  -0.399
241  1  -7.768   0.449
241  2  -8.764   0.573
241  3  -8.893  -0.428
241  4  -7.898  -0.550
242  1   7.267   0.459
242  2   6.276   0.355
242  3   6.379  -0.649
242  4   7.370  -0.548
243  1  -6.800   0.455
243  2  -7.793   0.564
243  3  -7.907  -0.437
243  4  -6.914  -0.544
244  1  -5.828   0.460
244  2  -6.818   0.555
244  3  -6.917  -0.445
244  4  -5.927  -0.539
245  1   6.286   0.515
245  2   5.297   0.426
245  3   5.384  -0.572
245  4   6.372  -0.486
246  1  -4.857   0.466
246  2  -5.845   0.546
246  3  -5.927  -0.453
246  4  -4.940  -0.532
247  1   5.314   0.503
247  2   4.326   0.430
247  3   4.398  -0.569
247  4   5.384  -0.497
248  1   0.776   0.314
248  2  -0.207   0.309
248  3  -0.199  -0.695
248  4   0.783  -0.690
249  1  -0.117   0.311
249  2  -1.100   0.317
249  3  -1.111  -0.686
249  4  -0.129  -0.693
250  1   4.336   0.496
250  2   3.351   0.438
250  3   3.407  -0.560
250  4   4.392  -0.503
251  1  -3.884   0.471
251  2  -4.870   0.537
251  3  -4.939  -0.462
251  4  -3.953  -0.526
252  1   3.342   0.483
252  2   2.357   0.439
252  3   2.399  -0.559
252  4   3.383  -0.516
253  1  -1.914   0.427
253  2  -2.898   0.464
253  3  -2.938  -0.535
253  4  -1.955  -0.571
254  1  -0.950   0.410
254  2  -1.933   0.432
254  3  -1.958  -0.566
254  4  -0.976  -0.588
255  1  -2.912   0.478
255  2  -3.898   0.529
255  3  -3.952  -0.470
255  4  -2.968  -0.520
